GROUP;PACKAGE;CLASS;Coverage Instructions;Coverage Branches;Coverage Lines;Coverage Complexity;Coverage Methods;Missed Instructions;Covered Instructions;Missed Branches;Covered Branches;Missed Lines;Covered Lines;Missed Complexity;Covered Complexity;Missed Methods;Covered Methods
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.xy;MatrixSeriesTest;100%;0,00%;100,00%;100,00%;100,00%;0;334;0;0;0;70;0;7;0;7
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.xy;YWithXIntervalTest;100%;0,00%;100,00%;100,00%;100,00%;0;107;0;0;0;24;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.xy;YIntervalTest;100%;0,00%;100,00%;100,00%;100,00%;0;107;0;0;0;24;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.xy;XYCoordinateTest;100%;0,00%;100,00%;100,00%;100,00%;0;107;0;0;0;28;0;5;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.xy;CategoryTableXYDatasetTest;100%;0,00%;100,00%;100,00%;100,00%;0;357;0;0;0;81;0;7;0;7
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.xy;YIntervalDataItemTest;100%;0,00%;100,00%;100,00%;100,00%;0;183;0;0;0;38;0;5;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.xy;IntervalXYDelegateTest;100%;0,00%;100,00%;100,00%;100,00%;0;154;0;0;0;44;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.xy;DefaultIntervalXYDatasetTest;98%;0,00%;95,88%;100,00%;100,00%;17;1067;0;0;7;163;0;18;0;18
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.xy;XIntervalSeriesCollectionTest;94%;0,00%;89,19%;100,00%;100,00%;16;231;0;0;8;66;0;7;0;7
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.xy;DefaultOHLCDatasetTest;100%;0,00%;100,00%;100,00%;100,00%;0;276;0;0;0;56;0;7;0;7
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.xy;XYIntervalSeriesCollectionTest;93%;0,00%;88,57%;100,00%;100,00%;16;225;0;0;8;62;0;7;0;7
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.xy;XYIntervalSeriesTest;100%;0,00%;100,00%;100,00%;100,00%;0;700;0;0;0;133;0;14;0;14
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.xy;XYDataItemTest;100%;0,00%;100,00%;100,00%;100,00%;0;70;0;0;0;20;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.xy;VectorDataItemTest;100%;0,00%;100,00%;100,00%;100,00%;0;183;0;0;0;39;0;5;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.xy;XIntervalDataItemTest;100%;0,00%;100,00%;100,00%;100,00%;0;183;0;0;0;38;0;5;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.xy;DefaultWindDatasetTest;96%;0,00%;93,85%;100,00%;100,00%;10;262;0;0;4;61;0;9;0;9
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.xy;DefaultXYDatasetTest;94%;0,00%;93,55%;100,00%;100,00%;34;506;0;0;6;87;0;9;0;9
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.statistics;RegressionTest;100%;100,00%;100,00%;100,00%;100,00%;0;539;0;8;0;103;0;15;0;11
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.statistics;DefaultMultiValueCategoryDatasetTest;92%;0,00%;91,53%;100,00%;100,00%;30;337;0;0;10;108;0;9;0;9
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.statistics;SimpleHistogramBinTest;100%;0,00%;100,00%;100,00%;100,00%;0;318;0;0;0;73;0;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.statistics;BoxAndWhiskerItemTest;100%;0,00%;100,00%;100,00%;100,00%;0;63;0;0;0;13;0;3;0;3
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.statistics;SimpleHistogramDatasetTest;100%;0,00%;100,00%;100,00%;100,00%;0;149;0;0;0;37;0;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.statistics;HistogramDatasetTest;100%;50,00%;100,00%;85,71%;100,00%;2;879;2;2;0;109;2;12;0;12
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.statistics;StatisticsTest;96%;0,00%;93,50%;100,00%;100,00%;37;994;0;0;16;230;0;13;0;13
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.statistics;DefaultStatisticalCategoryDatasetTest;98%;0,00%;96,77%;100,00%;100,00%;10;540;0;0;4;120;0;12;0;12
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.statistics;HistogramBinTest;100%;0,00%;100,00%;100,00%;100,00%;0;67;0;0;0;21;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.statistics;BoxAndWhiskerCalculatorTest;95%;0,00%;91,55%;100,00%;100,00%;12;225;0;0;6;65;0;5;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.statistics;DefaultBoxAndWhiskerXYDatasetTest;100%;0,00%;100,00%;100,00%;100,00%;0;437;0;0;0;75;0;7;0;7
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.statistics;DefaultBoxAndWhiskerCategoryDatasetTest;99%;0,00%;97,14%;100,00%;100,00%;8;709;0;0;4;136;0;10;0;10
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.statistics;MeanAndStandardDeviationTest;100%;0,00%;100,00%;100,00%;100,00%;0;82;0;0;0;21;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.block;ColumnArrangementTest;100%;0,00%;100,00%;100,00%;100,00%;0;138;0;0;0;40;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.block;LabelBlockTest;100%;0,00%;100,00%;100,00%;100,00%;0;230;0;0;0;56;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.block;EmptyBlockTest;95%;0,00%;92,86%;100,00%;100,00%;5;97;0;0;2;26;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.block;BlockBorderTest;100%;0,00%;100,00%;100,00%;100,00%;0;132;0;0;0;29;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.block;LineBorderTest;100%;0,00%;100,00%;100,00%;100,00%;0;196;0;0;0;35;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.block;RectangleConstraintTest;100%;0,00%;100,00%;100,00%;100,00%;0;272;0;0;0;52;0;2;0;2
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.block;FlowArrangementTest;100%;0,00%;100,00%;100,00%;100,00%;0;138;0;0;0;40;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.block;BlockContainerTest;100%;0,00%;100,00%;100,00%;100,00%;0;109;0;0;0;26;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.block;GridArrangementTest;100%;0,00%;100,00%;100,00%;100,00%;0;583;0;0;0;131;0;20;0;20
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.block;ColorBlockTest;97%;0,00%;95,24%;100,00%;100,00%;5;177;0;0;2;40;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.block;BorderArrangementTest;100%;0,00%;100,00%;100,00%;100,00%;0;2712;0;0;0;500;0;7;0;7
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.block;AbstractBlockTest;98%;0,00%;96,77%;100,00%;100,00%;5;255;0;0;2;60;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.plot.dial;DialCapTest;100%;0,00%;100,00%;100,00%;100,00%;0;264;0;0;0;67;0;5;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.plot.dial;MyDialLayerChangeListener;75%;0,00%;66,67%;50,00%;50,00%;1;3;0;0;1;2;1;1;1;1
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.plot.dial;DialValueIndicatorTest;100%;0,00%;100,00%;100,00%;100,00%;0;335;0;0;0;88;0;5;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.plot.dial;StandardDialScaleTest;100%;0,00%;100,00%;100,00%;100,00%;0;575;0;0;0;132;0;7;0;7
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.plot.dial;AbstractDialLayerTest;100%;0,00%;100,00%;100,00%;100,00%;0;89;0;0;0;27;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.plot.dial;DialTextAnnotationTest;100%;0,00%;100,00%;100,00%;100,00%;0;191;0;0;0;56;0;5;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.plot.dial;ArcDialFrameTest;100%;0,00%;100,00%;100,00%;100,00%;0;217;0;0;0;62;0;5;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.plot.dial;DialPointerTest;100%;0,00%;100,00%;100,00%;100,00%;0;207;0;0;0;63;0;8;0;8
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.plot.dial;DialBackgroundTest;100%;0,00%;100,00%;100,00%;100,00%;0;207;0;0;0;57;0;5;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.plot.dial;StandardDialRangeTest;100%;0,00%;100,00%;100,00%;100,00%;0;147;0;0;0;44;0;5;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.plot.dial;StandardDialFrameTest;100%;0,00%;100,00%;100,00%;100,00%;0;181;0;0;0;50;0;5;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.plot.dial;DialPlotTest;100%;0,00%;100,00%;100,00%;100,00%;0;464;0;0;0;141;0;11;0;11
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.plot.flow;FlowPlotTest;100%;0,00%;100,00%;100,00%;100,00%;0;482;0;0;0;137;0;16;0;16
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.annotations;TextAnnotationTest;97%;0,00%;97,10%;100,00%;100,00%;7;238;0;0;2;67;0;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.annotations;XYDrawableAnnotationTest.TestDrawable;58%;50,00%;55,56%;33,33%;50,00%;8;11;2;2;4;5;4;2;2;2
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.annotations;CategoryTextAnnotationTest;100%;0,00%;100,00%;100,00%;100,00%;0;133;0;0;0;44;0;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.annotations;XYPolygonAnnotationTest;100%;0,00%;100,00%;100,00%;100,00%;0;640;0;0;0;71;0;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.annotations;XYBoxAnnotationTest;97%;0,00%;94,44%;100,00%;100,00%;16;487;0;0;6;102;0;12;0;12
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.annotations;XYImageAnnotationTest;0%;0,00%;0,00%;0,00%;0,00%;3;0;0;0;1;0;1;0;1;0
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.annotations;XYTitleAnnotationTest;99%;0,00%;96,83%;100,00%;100,00%;4;267;0;0;2;61;0;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.annotations;XYShapeAnnotationTest;100%;0,00%;100,00%;100,00%;100,00%;0;370;0;0;0;80;0;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.annotations;CategoryLineAnnotationTest;94%;0,00%;93,02%;100,00%;100,00%;18;301;0;0;6;80;0;13;0;13
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.annotations;XYDrawableAnnotationTest;100%;0,00%;100,00%;100,00%;100,00%;0;267;0;0;0;62;0;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.annotations;CategoryPointerAnnotationTest;100%;0,00%;100,00%;100,00%;100,00%;0;251;0;0;0;77;0;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.annotations;XYPointerAnnotationTest;100%;0,00%;100,00%;100,00%;100,00%;0;253;0;0;0;77;0;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.annotations;XYTextAnnotationTest;99%;50,00%;100,00%;85,71%;100,00%;2;316;1;1;0;79;1;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.annotations;XYLineAnnotationTest;96%;0,00%;94,17%;100,00%;100,00%;18;454;0;0;6;97;0;14;0;14
